Participant 	Albania 	Andorra 	Armenia 	Belarus 	Belgium 	Bosnia & Herzegovina 	Bulgaria 	Croatia 	Cyprus 	Denmark 	Estonia 	F.Y.R. Macedonia 	Finland 	France 	Germany 	Greece 	Iceland 	Ireland 	Israel 	Latvia 	Lithuania 	Malta 	Moldova 	Monaco 	Norway 	Poland 	Portugal 	Romania 	Russia 	Serbia & Montenegro 	Slovenia 	Spain 	Sweden 	Switzerland 	The Netherlands 	Turkey 	Ukraine 	United Kingdom
Armenia Armenia
	3			7	12		8		12					12	7	10			10				2			3		2	12			12	3	3	12	10	7	3 	150 	6
Bulgaria Bulgaria
	8								8			6		4		3											1					5				1			36 	17
Slovenia Slovenia
	7		2	2		7		6				3	1						4			5		3						7							2		49 	16
Andorra Andorra
																																8							8 	23
Belarus Belarus
																							3						6								1		10 	22
Albania Albania
			1			5		7				12			3	7									3				2		1		2	10		3		2 	58 	14
Belgium Belgium
		7							1	3	3		3	3			4	5			2	7		6		4	2				5	2	5		7				69 	12
Ireland Ireland
	1				3					5	6		4				2		5	4	4	6	1	7	6	2	4		1	1	3		1	2	3			8 	79 	9
Cyprus Cyprus
	4		7	1			2								2	12						4		10				4						1			3	7 	57 	15
Monaco Monaco
		3									2			8												1													14 	21
F.Y.R. Macedonia F.Y.R. Macedonia
	12		8			10	5	8																				1		10	8			6		8			76 	10
Poland Poland
			3	4	1									2	6	2	3	7	2	3	8	1	4		2				5			4			2		10	1 	70 	11
Russia Russia
		4	12	12	2	4	12	3	10	1	10	5	6		5	5	6	4	12	12	12	8	12		4	8	7	7		6	4		7		1	4	12		217 	3
Turkey Turkey
	6				8	12	1			6		8		10	8				3						1			10						8	10				91 	8
Ukraine Ukraine
		6	10	10		3	3	2	6		4	2	2			4	5	3	8	6	6	3	10	2		6	10	8	10	5	2	3				7			146 	7
Finland Finland
		10		8	10	8	7	10	7	10	12	7		5	12	8	12	10	7	8	10	10	5		8	12	8	5	8	8	10	10	12	5	6	6	6	12 	292 	1
The Netherlands The Netherlands
	2	2	4		4				3								1				1															5			22 	20
Lithuania Lithuania
		5		6	7	2	6	5	4	4	8	4	8		1	1	8	12		10			6	4	5	10	5	3	4	3	6		4		5	2	5	10 	163 	5
Portugal Portugal
		12												7																				7					26 	19
Sweden Sweden
	5	8	6	5	5	6	4	4	2	12	7	1	10		4		10	8	6	5	5	12	7	8	10	7	12	6	3	4	7	7		4	4		4	6 	214 	4
Estonia Estonia
										2			5					1		7				5									8						28 	18
Bosnia & Herzegovina Bosnia & Herzegovina
	10	1	5	3	6		10	12	5	8	1	10	12	6	10	6	7	6	1	2	3	2	8	12	12	5	6	12	7	12	12	1	10	12	8	12	8	4 	267 	2
Iceland Iceland
						1		1		7	5		7	1				2		1	7			1	7		3			2		6	6					5 	62 	13
Serbia & Montenegro Serbia & Montenegro
																																							- 	24
